age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail,study_efficiency,attendance_risk,parental_support_index,academic_momentum,absence_severity,sleep_quality,total_support
18,Male,Public,High School,Low,3.14,65.8,7.54,19.0,2,1,3,12.0,6.3,77.4,B,Pass,5.864197530864197,1,1,4.96132,2,0,7
15,Female,Public,High School,Middle,3.5,71.2,7.33,15.0,4,1,7,9.0,5.9,94.9,A,Pass,4.166666666666667,1,2,5.218960000000001,2,0,12
18,Male,Private,Graduate,Low,5.11,83.7,9.27,15.0,2,1,7,0.0,7.4,100.0,A,Pass,2.8790786948176583,0,2,7.75899,0,1,12
18,Male,Public,Graduate,Low,5.41,98.6,8.76,17.0,2,0,0,0.0,7.3,100.0,A,Pass,3.0852994555353903,0,2,8.63736,0,1,2
18,Male,Private,Graduate,Middle,3.33,62.9,5.27,15.0,2,1,1,12.0,6.7,68.0,C,Pass,4.373177842565598,1,3,3.3148299999999993,2,0,7
17,Female,Public,High School,Middle,2.92,65.8,7.98,9.0,3,1,4,5.0,9.1,100.0,A,Pass,2.980132450331126,1,2,5.25084,1,0,9
15,Female,Public,Graduate,Low,3.42,67.1,4.79,20.0,1,0,1,1.0,6.2,70.8,C,Pass,5.681818181818182,1,2,3.21409,0,0,3
18,Male,Public,Graduate,Low,4.01,64.5,7.75,17.0,1,1,6,16.0,4.3,95.8,A,Pass,4.136253041362531,1,2,4.99875,3,0,11
15,Female,Private,High School,Low,4.84,73.8,5.57,17.0,0,1,6,8.0,7.1,93.3,A,Pass,3.4412955465587047,1,1,4.11066,2,1,10
15,Male,Public,Graduate,High,3.51,86.6,4.66,16.0,2,1,5,5.0,8.4,95.3,A,Pass,4.43213296398892,0,4,4.03556,1,1,12
17,Male,Private,High School,High,4.43,62.0,7.0,18.0,1,1,2,14.0,7.3,100.0,A,Pass,3.973509933774835,1,3,4.34,3,1,8
18,Female,Private,High School,Low,5.96,88.8,3.0,17.0,0,1,6,0.0,6.6,100.0,A,Pass,2.8052805280528053,0,1,2.6639999999999997,0,0,10
18,Female,Public,Postgraduate,Low,4.07,51.2,3.35,13.0,3,0,3,13.0,7.3,49.0,D,Pass,3.117505995203837,1,3,1.7152,3,1,6
15,Male,Public,High School,High,3.97,68.0,6.18,17.0,2,1,7,17.0,9.2,95.7,A,Pass,4.176904176904177,1,3,4.2024,3,0,13
16,Female,Public,Graduate,High,1.22,63.2,6.65,13.0,4,1,4,9.0,5.9,73.7,C,Pass,9.848484848484848,1,4,4.2028,2,0,11
17,Female,Public,Postgraduate,Middle,0.5,91.0,5.84,8.0,3,1,4,1.0,7.0,68.2,C,Pass,13.333333333333334,0,4,5.314399999999999,0,1,11
17,Male,Private,Graduate,Low,4.08,72.6,3.66,19.0,0,0,0,5.0,7.8,69.8,C,Pass,4.545454545454546,1,2,2.65716,1,1,2
17,Male,Private,No Education,Low,3.36,41.6,5.03,15.0,3,1,7,14.0,7.3,57.1,D,Pass,4.335260115606936,1,0,2.09248,3,1,10
17,Female,Public,High School,Middle,2.73,42.7,7.2,16.0,4,1,0,23.0,6.7,52.8,D,Pass,5.6537102473498235,1,2,3.0744000000000007,3,0,5
18,Male,Public,No Education,Middle,3.87,76.6,7.55,19.0,3,1,0,0.0,6.5,99.2,A,Pass,4.785894206549118,0,1,5.7833,0,0,4
18,Male,Private,Graduate,Low,3.41,83.9,6.47,14.0,0,1,7,3.0,6.7,100.0,A,Pass,3.9886039886039883,0,2,5.42833,1,0,12
16,Female,Public,High School,Middle,5.19,85.7,8.58,17.0,4,1,1,5.0,7.6,100.0,A,Pass,3.213610586011342,0,2,7.35306,1,1,6
17,Male,Private,High School,Low,3.63,77.9,7.22,17.0,4,1,3,15.0,7.6,92.0,A,Pass,4.557640750670242,0,1,5.6243799999999995,3,1,7
17,Male,Public,Postgraduate,Middle,2.38,89.1,5.15,11.0,3,1,1,0.0,9.5,83.4,B,Pass,4.435483870967742,0,4,4.58865,0,0,8
15,Female,Private,Graduate,Middle,4.99,71.4,6.0,16.0,4,1,3,2.0,5.2,100.0,A,Pass,3.1434184675834973,1,3,4.284000000000001,0,0,9
18,Female,Public,High School,Low,3.17,87.4,3.97,14.0,3,0,4,0.0,9.1,89.0,B,Pass,4.281345565749236,0,1,3.4697800000000005,0,0,5
17,Male,Public,Graduate,Middle,4.29,52.9,6.31,13.0,2,1,6,18.0,6.8,74.0,C,Pass,2.9612756264236904,1,3,3.3379899999999996,3,0,12
16,Male,Public,Graduate,Middle,2.78,59.3,8.5,20.0,4,1,6,13.0,6.9,100.0,A,Pass,6.944444444444445,1,3,5.0405,3,0,12
16,Female,Public,No Education,High,2.53,45.0,7.73,9.0,3,1,1,9.0,8.0,75.8,B,Pass,3.4220532319391634,1,2,3.4785000000000004,2,1,6
18,Female,Public,High School,Middle,3.63,71.3,9.02,11.0,2,1,1,9.0,8.0,99.2,A,Pass,2.9490616621983916,1,2,6.43126,2,1,6
16,Female,Private,Graduate,Low,3.52,74.4,5.95,18.0,4,1,1,15.0,8.4,81.7,B,Pass,4.972375690607735,1,2,4.426800000000001,3,1,6
16,Female,Private,Graduate,Middle,4.22,78.9,8.92,18.0,2,1,2,8.0,8.6,100.0,A,Pass,4.166666666666667,0,3,7.03788,2,1,8
18,Male,Public,Graduate,Low,3.1,74.7,6.15,11.0,5,1,5,8.0,7.0,77.0,B,Pass,3.4375,1,2,4.59405,2,1,10
17,Female,Public,High School,High,0.75,52.8,9.15,13.0,4,1,7,15.0,8.7,80.4,B,Pass,15.294117647058824,1,3,4.8312,3,1,13
17,Female,Public,No Education,Middle,2.85,70.2,6.46,18.0,5,1,3,11.0,6.2,87.8,B,Pass,6.101694915254237,1,1,4.5349200000000005,2,0,7
16,Male,Public,High School,Middle,4.69,56.1,7.77,16.0,0,1,6,7.0,6.6,100.0,A,Pass,3.3402922755741127,1,2,4.35897,2,0,11
16,Female,Public,High School,Low,3.05,94.1,9.16,20.0,0,1,3,1.0,6.8,100.0,A,Pass,6.34920634920635,0,1,8.61956,0,0,7
17,Male,Public,High School,Middle,3.13,69.3,6.15,9.0,3,1,1,8.0,6.4,69.9,C,Pass,2.7863777089783284,1,2,4.26195,2,0,6
18,Female,Public,No Education,High,4.98,72.1,6.89,18.0,1,1,2,6.0,7.1,98.0,A,Pass,3.543307086614173,1,2,4.967689999999999,1,1,7
16,Female,Public,Graduate,High,2.43,95.6,8.82,17.0,5,0,1,5.0,8.1,100.0,A,Pass,6.719367588932806,0,4,8.43192,1,1,5
15,Female,Public,Postgraduate,Low,1.19,49.4,6.26,14.0,5,1,3,12.0,7.8,61.1,C,Pass,10.852713178294573,1,3,3.09244,2,1,9
18,Male,Public,Graduate,Low,3.26,57.4,4.12,14.0,0,1,5,11.0,6.3,66.3,C,Pass,4.166666666666667,1,2,2.36488,2,0,10
16,Male,Private,Postgraduate,High,2.77,56.4,10.0,13.0,5,1,6,7.0,6.2,100.0,A,Pass,4.529616724738676,1,5,5.64,2,0,14
16,Female,Public,High School,High,2.05,69.6,5.65,14.0,1,0,5,11.0,6.0,70.3,C,Pass,6.511627906976744,1,3,3.9324,2,0,8
15,Male,Private,Postgraduate,Low,3.24,80.7,6.79,17.0,2,1,7,11.0,7.1,100.0,A,Pass,5.089820359281437,0,3,5.47953,2,1,13
15,Male,Public,High School,Middle,4.24,88.3,8.58,17.0,2,0,4,2.0,5.1,100.0,A,Pass,3.9170506912442398,0,2,7.5761400000000005,0,0,6
17,Male,Public,Postgraduate,Middle,3.49,100.0,5.4,18.0,1,1,2,4.0,5.9,100.0,A,Pass,5.013927576601671,0,4,5.4,1,0,9
18,Male,Private,Postgraduate,High,3.96,42.6,4.69,12.0,5,1,5,16.0,6.4,62.4,C,Pass,2.9556650246305423,1,5,1.99794,3,0,13
18,Male,Private,Graduate,Low,6.22,92.3,6.96,17.0,5,1,2,0.0,8.3,100.0,A,Pass,2.689873417721519,0,2,6.42408,0,1,7
17,Male,Private,Postgraduate,Low,2.99,65.1,3.27,11.0,5,0,1,10.0,6.8,39.6,F,Fail,3.5598705501618118,1,3,2.12877,2,0,4
18,Female,Public,Graduate,Middle,3.92,67.5,5.98,14.0,3,0,4,9.0,8.2,82.0,B,Pass,3.4825870646766175,1,3,4.0365,2,1,7
18,Female,Public,High School,Low,2.74,63.4,6.94,17.0,4,0,3,11.0,7.2,75.7,B,Pass,5.985915492957746,1,1,4.39996,2,1,4
18,Male,Private,High School,Middle,2.23,57.6,6.01,13.0,1,1,5,14.0,6.4,58.9,D,Pass,5.579399141630901,1,2,3.46176,3,0,10
18,Female,Public,Graduate,Middle,2.62,97.4,3.72,20.0,1,1,5,0.0,6.5,88.3,B,Pass,7.352941176470588,0,3,3.6232800000000003,0,0,11
18,Female,Public,No Education,Middle,2.78,85.5,9.37,14.0,1,1,0,12.0,5.6,93.2,A,Pass,4.861111111111112,0,1,8.011349999999998,2,0,4
15,Female,Public,Graduate,Middle,4.04,77.0,6.69,15.0,1,1,6,7.0,9.9,100.0,A,Pass,3.6231884057971016,0,3,5.1513,2,0,12
18,Female,Public,Postgraduate,Middle,7.02,100.0,9.08,19.0,1,1,3,0.0,8.3,100.0,A,Pass,2.668539325842697,0,4,9.08,0,1,10
15,Male,Private,High School,Low,2.43,49.1,6.03,11.0,5,1,5,19.0,7.7,49.3,D,Pass,4.3478260869565215,1,1,2.9607300000000003,3,1,9
18,Female,Public,Graduate,Middle,2.88,53.2,4.92,14.0,3,0,5,14.0,5.4,61.7,C,Pass,4.697986577181208,1,3,2.61744,3,0,8
17,Female,Public,Postgraduate,High,3.41,42.0,6.98,18.0,0,0,3,25.5,6.5,66.2,C,Pass,5.128205128205128,1,5,2.9316000000000004,3,0,8
16,Male,Public,Postgraduate,Middle,4.09,66.3,6.11,16.0,5,1,4,9.0,5.8,93.9,A,Pass,3.818615751789977,1,4,4.05093,2,0,11
15,Male,Public,Postgraduate,Low,3.9,78.6,4.38,13.0,5,1,2,8.0,7.2,75.8,B,Pass,3.25,0,3,3.4426799999999997,2,1,8
18,Female,Public,Graduate,Low,5.43,82.3,9.15,14.0,4,0,3,2.0,5.9,100.0,A,Pass,2.5316455696202533,0,2,7.530449999999999,0,0,5
17,Female,Public,Postgraduate,Low,0.5,68.2,5.38,10.0,0,0,2,14.0,6.2,43.5,F,Fail,16.666666666666668,1,3,3.6691599999999998,3,0,5
16,Female,Public,Graduate,Middle,0.5,44.8,3.19,11.0,1,1,4,18.0,5.9,13.2,F,Fail,18.333333333333336,1,3,1.4291199999999997,3,0,10
15,Female,Private,High School,Middle,2.76,84.8,8.89,17.0,0,1,4,3.0,6.7,100.0,A,Pass,5.944055944055944,0,2,7.5387200000000005,1,0,9
16,Female,Public,Graduate,Middle,5.15,83.5,5.59,12.0,3,1,7,1.0,7.1,100.0,A,Pass,2.2857142857142856,0,3,4.66765,0,1,13
17,Female,Public,Graduate,Low,1.15,79.0,5.41,11.0,2,1,1,0.0,6.7,69.6,C,Pass,8.8,0,2,4.2739,0,0,6
15,Male,Private,High School,Low,0.5,40.0,3.32,11.0,5,1,0,20.0,8.8,0.0,F,Fail,18.333333333333336,1,1,1.3279999999999998,3,1,4
16,Female,Private,Graduate,Middle,4.36,82.2,9.63,10.0,0,1,4,0.0,8.0,100.0,A,Pass,2.242152466367713,0,3,7.915860000000001,0,1,10
18,Female,Public,Graduate,Middle,3.87,58.3,4.18,12.0,4,1,7,19.0,6.1,61.2,C,Pass,3.022670025188917,1,3,2.4369399999999994,3,0,13
15,Male,Public,High School,Low,1.86,64.1,6.61,10.0,3,1,7,4.0,7.4,66.5,C,Pass,5.1020408163265305,1,1,4.23701,1,1,11
16,Male,Public,Graduate,Middle,2.02,78.6,8.14,10.0,2,1,7,6.0,6.2,91.3,A,Pass,4.716981132075471,0,3,6.39804,1,0,13
17,Male,Private,Graduate,Low,2.05,72.0,7.26,13.0,3,1,4,4.0,6.5,82.7,B,Pass,6.046511627906977,1,2,5.2272,1,0,9
17,Male,Private,Graduate,High,3.67,62.7,6.39,14.0,1,1,2,11.0,7.6,73.4,C,Pass,3.713527851458886,1,4,4.006530000000001,2,1,9
15,Female,Private,No Education,High,2.56,72.3,3.44,12.0,2,1,4,8.0,7.8,55.5,D,Pass,4.511278195488722,1,2,2.48712,2,1,9
16,Female,Public,No Education,Low,4.24,54.3,5.04,17.0,4,0,3,16.0,6.3,56.8,D,Pass,3.9170506912442398,1,0,2.7367199999999996,3,0,3
15,Female,Private,High School,Low,0.5,83.3,6.84,16.0,2,0,1,0.0,5.7,82.7,B,Pass,26.666666666666668,0,1,5.6977199999999995,0,0,2
15,Female,Public,Postgraduate,Middle,2.21,68.1,5.08,18.0,4,1,1,6.0,7.1,69.3,C,Pass,7.792207792207792,1,4,3.4594799999999997,1,1,8
16,Female,Public,High School,Low,1.81,86.7,6.87,7.0,1,1,3,9.0,7.5,68.5,C,Pass,3.664921465968586,0,1,5.95629,2,1,7
16,Female,Public,Graduate,Middle,3.12,65.9,7.73,16.0,4,1,5,14.0,6.2,87.0,B,Pass,4.968944099378882,1,3,5.094070000000001,3,0,11
18,Male,Private,High School,High,2.69,64.7,8.23,13.0,3,1,4,0.0,8.0,92.4,A,Pass,4.659498207885305,1,3,5.32481,0,1,10
16,Female,Public,High School,Middle,4.7,67.1,4.29,16.0,0,0,6,12.0,7.8,78.4,B,Pass,3.3333333333333335,1,2,2.87859,2,1,8
17,Male,Private,Graduate,High,0.71,79.8,10.0,10.0,3,1,0,1.0,6.2,99.7,A,Pass,12.34567901234568,0,4,7.98,0,0,7
15,Male,Public,Graduate,Middle,3.57,64.6,7.88,15.0,5,1,7,8.0,8.4,100.0,A,Pass,4.087193460490464,1,3,5.0904799999999994,2,1,13
15,Female,Public,No Education,Low,4.34,87.2,6.5,16.0,3,1,4,3.0,8.4,94.6,A,Pass,3.603603603603604,0,0,5.668000000000001,1,1,7
17,Male,Public,High School,Middle,6.28,77.6,8.46,16.0,2,1,1,15.0,9.5,100.0,A,Pass,2.5078369905956115,0,2,6.56496,3,0,6
16,Female,Public,No Education,Middle,2.78,43.2,10.0,11.0,1,1,0,12.0,9.1,80.7,B,Pass,3.8194444444444446,1,1,4.32,2,0,4
17,Male,Private,Graduate,Middle,3.99,67.9,3.91,14.0,5,1,6,3.0,5.9,86.9,B,Pass,3.422982885085575,1,3,2.6548900000000004,1,0,12
17,Female,Public,Graduate,Low,0.79,49.2,6.09,12.0,5,1,5,17.0,8.1,52.5,D,Pass,13.48314606741573,1,2,2.99628,3,1,10
18,Male,Private,High School,Low,0.5,66.5,3.0,13.0,5,1,2,10.0,8.1,36.8,F,Fail,21.666666666666668,1,1,1.995,2,1,6
17,Female,Private,High School,High,4.77,60.9,6.85,19.0,0,1,2,18.0,6.6,93.4,A,Pass,3.901437371663245,1,3,4.17165,3,0,8
15,Female,Private,High School,Low,3.49,88.9,7.16,13.0,4,1,6,2.0,7.5,100.0,A,Pass,3.62116991643454,0,1,6.36524,0,1,10
17,Female,Public,Postgraduate,High,5.27,78.9,6.43,17.0,2,1,4,12.0,4.7,100.0,A,Pass,3.1657355679702053,0,5,5.07327,2,0,12
15,Female,Public,Postgraduate,High,1.44,66.2,5.32,15.0,1,1,4,10.0,4.7,75.3,B,Pass,9.74025974025974,1,5,3.52184,2,0,12
15,Female,Public,No Education,Middle,4.28,87.2,3.0,19.0,0,1,0,6.0,4.9,71.2,C,Pass,4.337899543378995,0,1,2.616,1,0,4
15,Male,Private,Graduate,Middle,6.3,97.9,7.17,18.0,3,1,0,9.0,7.5,100.0,A,Pass,2.8125000000000004,0,3,7.01943,2,1,6
16,Male,Private,High School,Middle,4.13,76.6,9.12,15.0,1,1,5,6.0,7.5,100.0,A,Pass,3.546099290780142,0,2,6.985919999999998,1,1,10
18,Male,Public,High School,High,3.91,64.7,5.44,16.0,5,1,4,16.0,6.7,70.8,C,Pass,3.9900249376558605,1,3,3.51968,3,0,10
15,Female,Private,Graduate,Low,3.51,48.4,7.29,11.0,1,1,1,12.0,9.1,61.7,C,Pass,3.0470914127423825,1,2,3.52836,2,0,6
15,Male,Public,Postgraduate,Middle,1.14,57.6,3.68,11.0,1,0,2,14.0,8.2,32.2,F,Fail,8.870967741935484,1,4,2.1196800000000002,3,1,6
16,Female,Public,Postgraduate,Middle,5.53,71.8,7.32,19.0,3,0,5,1.0,5.1,100.0,A,Pass,3.374777975133215,1,4,5.25576,0,0,9
15,Female,Public,Graduate,Middle,2.58,73.9,5.79,15.0,4,1,7,5.0,6.8,91.9,A,Pass,5.597014925373134,1,3,4.27881,1,0,13
17,Male,Private,High School,Middle,4.26,72.1,5.13,15.0,2,1,0,3.0,5.9,78.9,B,Pass,3.4403669724770647,1,2,3.69873,1,0,5
17,Male,Public,Graduate,Middle,1.16,78.3,5.13,12.0,5,1,7,13.0,7.5,73.2,C,Pass,9.523809523809524,0,3,4.016789999999999,3,1,13
18,Female,Private,High School,Middle,1.73,60.5,5.79,10.0,4,0,1,21.0,7.0,36.2,F,Fail,5.46448087431694,1,2,3.5029500000000002,3,1,3
15,Male,Private,Graduate,High,5.65,80.6,7.19,19.0,0,1,4,4.0,5.9,100.0,A,Pass,3.3043478260869565,0,4,5.79514,1,0,11
16,Female,Private,High School,Low,2.98,91.2,4.14,14.0,5,1,3,0.0,9.0,76.8,B,Pass,4.545454545454545,0,1,3.77568,0,1,7
17,Female,Public,Graduate,High,5.68,86.7,5.79,16.0,2,1,0,0.0,7.1,100.0,A,Pass,2.768166089965398,0,4,5.01993,0,1,7
16,Female,Public,High School,Middle,3.38,73.7,6.43,13.0,0,1,5,9.0,6.5,90.1,A,Pass,3.735632183908046,1,2,4.738910000000001,2,0,10
16,Female,Public,High School,High,0.74,57.7,4.52,11.0,3,0,3,10.0,6.7,40.6,F,Fail,13.095238095238095,1,3,2.60804,2,0,6
17,Female,Public,Postgraduate,Middle,4.84,69.5,9.73,15.0,4,1,1,6.0,8.9,100.0,A,Pass,3.036437246963563,1,4,6.7623500000000005,1,1,8
16,Male,Public,High School,Middle,2.62,59.6,4.96,15.0,5,1,7,20.0,8.1,67.5,C,Pass,5.514705882352941,1,2,2.9561599999999997,3,1,12
17,Male,Private,Graduate,Low,4.55,70.0,5.3,15.0,1,0,6,8.0,6.8,96.0,A,Pass,3.2258064516129035,1,2,3.71,2,0,8
16,Female,Public,High School,High,3.54,86.4,4.74,19.0,2,0,2,7.0,5.8,81.7,B,Pass,5.21978021978022,0,3,4.09536,2,0,5
17,Female,Public,No Education,Low,1.19,64.7,9.74,16.0,5,0,6,11.0,6.0,88.4,B,Pass,12.403100775193797,1,0,6.30178,2,0,6
15,Male,Public,No Education,High,3.75,55.5,7.5,12.0,1,1,6,7.0,6.4,87.1,B,Pass,3.116883116883117,1,2,4.1625,2,0,11
18,Male,Public,High School,High,6.79,100.0,4.81,19.0,5,1,6,0.0,7.6,100.0,A,Pass,2.7576197387518144,0,3,4.81,0,1,12
17,Female,Public,Postgraduate,Low,4.24,82.0,8.49,13.0,0,1,1,8.0,7.9,100.0,A,Pass,2.9953917050691246,0,3,6.9618,2,1,7
17,Male,Public,High School,Low,3.41,53.6,6.86,13.0,1,0,2,22.0,6.1,61.8,C,Pass,3.7037037037037033,1,1,3.6769600000000002,3,0,3
18,Female,Private,Postgraduate,Middle,5.11,73.2,6.96,20.0,1,1,1,10.0,8.0,100.0,A,Pass,3.838771593090211,1,4,5.094720000000001,2,1,8
17,Male,Public,Graduate,Low,3.82,77.6,5.88,14.0,5,1,6,10.0,5.9,83.4,B,Pass,3.5714285714285716,0,2,4.56288,2,0,11
17,Female,Private,High School,High,3.81,100.0,5.15,16.0,3,1,0,0.0,6.3,91.2,A,Pass,4.092071611253197,0,3,5.15,0,0,6
16,Male,Private,Graduate,Low,1.86,53.5,7.11,14.0,3,0,6,19.0,5.3,73.6,C,Pass,7.142857142857142,1,2,3.8038499999999997,3,0,8
18,Female,Public,Graduate,Low,3.85,90.7,5.52,12.0,4,0,0,8.0,5.2,64.9,C,Pass,3.0379746835443036,0,2,5.00664,2,0,2
15,Male,Private,Graduate,High,5.05,100.0,9.77,14.0,0,1,5,0.0,5.9,100.0,A,Pass,2.7184466019417477,0,4,9.77,0,0,12
17,Male,Public,High School,Middle,2.25,61.8,4.22,9.0,3,0,6,14.0,7.0,40.1,F,Fail,3.829787234042553,1,2,2.60796,3,1,8
18,Female,Private,High School,High,5.64,77.2,9.27,14.0,5,1,3,0.0,5.8,100.0,A,Pass,2.439024390243903,0,3,7.15644,0,0,9
16,Male,Public,Postgraduate,Middle,3.36,59.0,6.3,6.0,3,1,1,16.0,8.8,53.3,D,Pass,1.7341040462427746,1,4,3.717,3,1,8
15,Female,Private,Postgraduate,Middle,2.17,68.0,7.04,15.0,4,1,6,7.0,5.9,90.6,A,Pass,6.607929515418502,1,4,4.7872,2,0,13
18,Male,Private,Postgraduate,Middle,5.0,78.9,8.0,20.0,2,0,1,0.0,7.2,100.0,A,Pass,3.9215686274509807,0,4,6.312,0,1,5
15,Female,Private,High School,Middle,3.07,83.6,5.37,14.0,4,1,7,7.0,8.6,96.8,A,Pass,4.416403785488959,0,2,4.489319999999999,2,1,12
15,Male,Private,Graduate,Middle,4.64,94.8,8.06,12.0,1,1,6,0.0,7.1,100.0,A,Pass,2.5316455696202533,0,3,7.640880000000001,0,1,12
15,Female,Public,Graduate,Middle,3.06,62.5,3.0,12.0,1,1,3,13.0,6.6,44.8,F,Fail,3.7974683544303796,1,3,1.875,3,0,9
17,Male,Public,Graduate,Middle,3.41,45.2,5.2,13.0,3,1,6,11.0,7.2,63.6,C,Pass,3.7037037037037033,1,3,2.3504,2,1,12
17,Female,Public,High School,Low,4.24,76.9,4.84,12.0,3,1,4,0.0,6.3,82.4,B,Pass,2.7649769585253456,0,1,3.72196,0,0,8
16,Male,Public,Graduate,Middle,3.94,80.7,4.24,18.0,4,1,5,6.0,5.8,84.0,B,Pass,4.455445544554456,0,3,3.4216800000000003,1,0,11
16,Female,Private,High School,Low,0.51,69.8,6.11,13.0,4,1,7,8.0,7.7,68.9,C,Pass,21.311475409836067,1,1,4.26478,2,1,11
18,Female,Public,High School,Middle,1.82,65.1,7.19,9.0,5,1,1,18.0,6.3,53.3,D,Pass,4.6875,1,2,4.680689999999999,3,0,6
16,Female,Private,Postgraduate,Low,4.89,81.1,7.76,18.0,0,0,7,0.0,8.1,100.0,A,Pass,3.607214428857716,0,3,6.293359999999999,0,1,10
15,Male,Public,High School,Middle,3.3,97.1,6.93,19.0,5,1,5,8.0,8.0,100.0,A,Pass,5.588235294117648,0,2,6.729029999999999,2,1,10
15,Female,Private,No Education,Middle,2.71,78.4,5.3,19.0,1,1,1,1.0,7.2,92.7,A,Pass,6.761565836298932,0,1,4.155200000000001,0,1,5
17,Male,Public,No Education,Low,1.46,63.3,7.16,20.0,5,1,1,16.0,8.2,61.7,C,Pass,12.82051282051282,1,0,4.53228,3,1,4
15,Female,Private,Postgraduate,Low,1.88,62.6,6.72,10.0,4,0,4,17.0,6.3,54.9,D,Pass,5.05050505050505,1,3,4.20672,3,0,7
18,Male,Private,Graduate,Low,0.5,63.5,8.18,19.0,5,1,6,13.0,7.9,97.4,A,Pass,31.666666666666668,1,2,5.194299999999999,3,1,11
15,Female,Public,High School,Middle,3.35,99.1,7.9,13.0,2,1,0,0.0,7.9,100.0,A,Pass,3.7681159420289854,0,2,7.8289,0,1,5
15,Male,Public,Graduate,High,2.6,69.6,6.55,12.0,0,0,5,2.0,6.6,97.0,A,Pass,4.444444444444444,1,4,4.5588,0,0,9
18,Male,Private,Graduate,Low,2.05,70.4,4.88,14.0,4,1,3,0.0,6.5,71.8,C,Pass,6.511627906976744,1,2,3.4355200000000004,0,0,8
16,Female,Public,High School,Middle,3.4,67.5,5.32,13.0,3,1,5,19.0,7.4,66.4,C,Pass,3.7142857142857144,1,2,3.591,3,1,10
16,Male,Public,Graduate,Middle,4.05,93.1,5.51,16.0,5,1,6,1.0,9.4,100.0,A,Pass,3.8554216867469884,0,3,5.12981,0,0,12
18,Male,Public,Graduate,Middle,6.64,100.0,5.93,14.0,4,1,4,0.0,6.7,100.0,A,Pass,2.077151335311573,0,3,5.93,0,0,10
17,Female,Public,Graduate,High,1.23,75.0,6.98,11.0,3,0,2,2.0,6.5,69.6,C,Pass,8.270676691729323,0,4,5.235,0,0,6
15,Male,Public,High School,Middle,5.24,81.5,7.79,20.0,3,1,7,6.0,8.4,100.0,A,Pass,3.7453183520599254,0,2,6.34885,1,1,12
18,Male,Public,Postgraduate,Middle,4.96,79.9,6.41,16.0,1,1,2,4.0,7.1,100.0,A,Pass,3.16205533596838,0,4,5.12159,1,1,9
15,Male,Public,Graduate,Low,2.33,40.0,6.53,14.0,1,1,4,8.0,8.0,63.9,C,Pass,5.761316872427983,1,2,2.612,2,1,9
17,Female,Public,High School,Low,3.8,87.1,6.76,16.0,4,1,7,8.0,8.8,100.0,A,Pass,4.102564102564103,0,1,5.88796,2,1,11
15,Male,Private,High School,Low,2.81,75.0,5.57,17.0,4,1,6,9.0,4.7,83.3,B,Pass,5.841924398625429,0,1,4.1775,2,0,10
18,Female,Public,No Education,Low,3.78,82.3,4.83,10.0,2,1,4,15.0,7.0,65.1,C,Pass,2.577319587628866,0,0,3.9750900000000002,3,1,7
15,Male,Private,High School,Middle,5.76,71.1,3.34,19.0,0,0,0,14.0,6.7,63.1,C,Pass,3.2423208191126283,1,2,2.3747399999999996,3,0,2
16,Male,Public,Graduate,Middle,4.41,72.0,5.25,15.0,0,1,5,0.0,5.8,97.8,A,Pass,3.3259423503325944,1,3,3.78,0,0,11
17,Male,Public,No Education,Middle,4.26,71.1,7.35,16.0,4,1,6,16.0,4.7,95.7,A,Pass,3.6697247706422025,1,1,5.225849999999999,3,0,10
17,Female,Public,High School,Low,2.85,88.4,5.23,17.0,1,1,7,10.0,5.1,85.9,B,Pass,5.762711864406779,0,1,4.6233200000000005,2,0,11
17,Male,Public,Graduate,Low,1.27,62.6,6.07,8.0,5,1,5,8.0,7.1,61.5,C,Pass,5.839416058394161,1,2,3.7998200000000004,2,1,10
18,Male,Public,No Education,Middle,3.19,99.1,7.34,11.0,2,1,2,0.0,6.4,97.6,A,Pass,3.3434650455927053,0,1,7.273939999999999,0,0,6
17,Female,Public,Postgraduate,High,5.31,86.9,7.44,11.0,0,0,6,6.0,6.0,100.0,A,Pass,2.0332717190388174,0,5,6.46536,1,0,11
16,Male,Public,High School,Low,1.21,49.0,4.56,10.0,4,1,3,10.0,7.1,30.1,F,Fail,7.633587786259541,1,1,2.2343999999999995,2,1,7
18,Female,Public,High School,High,1.92,68.3,8.29,17.0,1,1,5,8.0,6.2,99.0,A,Pass,8.415841584158416,1,3,5.662069999999999,2,0,11
16,Female,Private,High School,Middle,3.69,65.8,8.53,14.0,1,1,1,15.0,8.5,95.0,A,Pass,3.6939313984168867,1,2,5.612739999999999,3,1,6
15,Male,Public,High School,Middle,2.02,40.0,4.47,9.0,1,1,7,21.0,6.3,34.0,F,Fail,4.245283018867925,1,2,1.7879999999999998,3,0,12
15,Female,Public,No Education,Middle,2.31,95.4,5.02,12.0,5,0,1,0.0,8.8,65.6,C,Pass,4.979253112033195,0,1,4.78908,0,1,2
15,Male,Private,Graduate,Low,2.86,83.6,8.64,9.0,3,1,0,10.0,7.0,92.3,A,Pass,3.040540540540541,0,2,7.22304,2,1,5
15,Female,Public,Postgraduate,Low,1.45,76.9,6.24,9.0,5,0,7,8.0,6.2,75.1,B,Pass,5.806451612903226,0,3,4.79856,2,0,10
