student_id,age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail
STU0488,15,Female,Public,High School,Middle,3.35,99.1,7.9,13,2,1,0,0,7.9,100.0,A,Pass
STU0489,15,Male,Public,Graduate,High,2.6,69.6,6.55,12,0,0,5,2,6.6,97.0,A,Pass
STU0490,18,Male,Private,Graduate,Low,2.05,70.4,4.88,14,4,1,3,0,6.5,71.8,C,Pass
STU0491,16,Female,Public,High School,Middle,3.4,67.5,5.32,13,3,1,5,19,7.4,66.4,C,Pass
STU0492,16,Male,Public,Graduate,Middle,4.05,93.1,5.51,16,5,1,6,1,9.4,100.0,A,Pass
STU0493,18,Male,Public,Graduate,Middle,6.64,100.0,5.93,14,4,1,4,0,6.7,100.0,A,Pass
STU0494,17,Female,Public,Graduate,High,1.23,75.0,6.98,11,3,0,2,2,6.5,69.6,C,Pass
STU0495,15,Male,Public,High School,Middle,5.24,81.5,7.79,20,3,1,7,6,8.4,100.0,A,Pass
STU0496,18,Male,Public,Postgraduate,Middle,4.96,79.9,6.41,16,1,1,2,4,7.1,100.0,A,Pass
STU0497,15,Male,Public,Graduate,Low,2.33,40.0,6.53,14,1,1,4,8,8.0,63.9,C,Pass
STU0498,17,Female,Public,High School,Low,3.8,87.1,6.76,16,4,1,7,8,8.8,100.0,A,Pass
STU0499,15,Male,Private,High School,Low,2.81,75.0,5.57,17,4,1,6,9,4.7,83.3,B,Pass
STU0500,18,Female,Public,No Education,Low,3.78,82.3,4.83,10,2,1,4,15,7.0,65.1,C,Pass
STU0501,15,Male,Private,High School,Middle,5.76,71.1,3.34,19,0,0,0,14,6.7,63.1,C,Pass
STU0502,16,Male,Public,Graduate,Middle,4.41,72.0,5.25,15,0,1,5,0,5.8,97.8,A,Pass
STU0503,17,Male,Public,No Education,Middle,4.26,71.1,7.35,16,4,1,6,16,4.7,95.7,A,Pass
STU0504,17,Female,Public,High School,Low,2.85,88.4,5.23,17,1,1,7,10,5.1,85.9,B,Pass
STU0505,17,Male,Public,Graduate,Low,1.27,62.6,6.07,8,5,1,5,8,7.1,61.5,C,Pass
STU0506,18,Male,Public,No Education,Middle,3.19,99.1,7.34,11,2,1,2,0,6.4,97.6,A,Pass
STU0507,17,Female,Public,Postgraduate,High,5.31,86.9,7.44,11,0,0,6,6,6.0,100.0,A,Pass
STU0508,16,Male,Public,High School,Low,1.21,49.0,4.56,10,4,1,3,10,7.1,30.1,F,Fail
STU0509,18,Female,Public,High School,High,1.92,68.3,8.29,17,1,1,5,8,6.2,99.0,A,Pass
STU0510,16,Female,Private,High School,Middle,3.69,65.8,8.53,14,1,1,1,15,8.5,95.0,A,Pass
STU0511,15,Male,Public,High School,Middle,2.02,40.0,4.47,9,1,1,7,21,6.3,34.0,F,Fail
STU0512,15,Female,Public,No Education,Middle,2.31,95.4,5.02,12,5,0,1,0,8.8,65.6,C,Pass
STU0513,15,Male,Private,Graduate,Low,2.86,83.6,8.64,9,3,1,0,10,7.0,92.3,A,Pass
STU0514,15,Female,Public,Postgraduate,Low,1.45,76.9,6.24,9,5,0,7,8,6.2,75.1,B,Pass
STU0515,16,Female,Public,High School,Middle,2.04,73.1,3.0,14,1,0,6,9,6.1,55.3,D,Pass
STU0516,18,Male,Private,Graduate,Middle,4.56,57.4,3.98,12,4,1,7,10,8.8,78.3,B,Pass
STU0517,18,Female,Public,Graduate,High,1.54,61.9,6.05,15,2,1,0,11,7.8,56.5,D,Pass
STU0518,17,Female,Private,Graduate,Middle,1.1,80.4,4.41,11,5,1,7,2,6.1,74.6,C,Pass
STU0519,16,Female,Private,High School,Low,2.55,56.4,5.76,14,4,0,6,3,7.1,81.7,B,Pass
STU0520,15,Female,Public,High School,Middle,4.6,43.3,6.56,15,1,1,2,16,4.2,65.9,C,Pass
STU0521,16,Female,Public,High School,Low,3.2,70.7,9.13,16,2,1,3,8,5.4,90.3,A,Pass
STU0522,17,Male,Public,Graduate,Middle,2.8,70.8,5.98,16,0,1,3,9,6.1,82.8,B,Pass
STU0523,17,Female,Public,Graduate,Middle,3.57,77.2,8.43,16,0,1,4,13,6.1,100.0,A,Pass
STU0524,16,Male,Public,High School,High,0.88,78.1,9.07,13,4,1,0,3,8.5,81.8,B,Pass
STU0525,16,Female,Private,High School,Middle,4.24,86.8,9.08,15,2,1,6,2,4.7,100.0,A,Pass
STU0526,16,Male,Public,Postgraduate,Middle,4.08,80.6,7.01,17,4,1,5,10,5.3,100.0,A,Pass
STU0527,18,Male,Public,Graduate,Middle,2.89,91.1,3.0,13,2,1,1,0,7.5,59.9,D,Pass
STU0528,15,Female,Private,Postgraduate,High,5.01,56.7,7.33,16,2,0,5,14,7.3,100.0,A,Pass
STU0529,16,Female,Private,Graduate,Low,1.81,77.5,8.39,12,4,1,1,5,6.6,90.8,A,Pass
STU0530,16,Female,Public,High School,Low,5.19,89.5,6.35,15,2,0,2,2,9.5,90.4,A,Pass
STU0531,16,Male,Public,Graduate,Low,3.73,57.1,9.64,13,5,0,1,17,7.7,88.3,B,Pass
STU0532,17,Female,Public,Graduate,Low,3.0,50.9,8.05,15,1,0,5,13,8.5,87.4,B,Pass
STU0533,17,Male,Public,No Education,Middle,3.47,63.7,7.52,18,2,1,7,15,6.9,100.0,A,Pass
STU0534,18,Male,Public,Graduate,Middle,3.34,64.6,8.46,18,5,1,5,1,6.3,100.0,A,Pass
STU0535,15,Male,Public,Graduate,Middle,5.33,91.8,7.1,13,2,1,3,0,6.4,100.0,A,Pass
STU0536,18,Female,Private,High School,Low,1.88,60.9,3.0,16,5,1,6,0,8.1,61.8,C,Pass
STU0537,15,Female,Public,Graduate,Middle,2.36,58.7,5.6,12,4,0,3,7,7.9,59.7,D,Pass
STU0538,17,Male,Public,Graduate,Middle,5.05,70.5,8.65,18,0,1,0,18,6.7,95.2,A,Pass
STU0539,17,Male,Public,Postgraduate,Middle,2.61,89.1,5.05,11,3,1,7,3,7.6,79.2,B,Pass
STU0540,17,Female,Public,No Education,Middle,4.85,79.2,6.1,17,2,1,5,3,8.2,100.0,A,Pass
STU0541,18,Male,Private,High School,Middle,6.05,80.0,4.62,19,3,1,7,10,6.3,100.0,A,Pass
STU0542,16,Female,Private,Graduate,Low,2.9,71.5,9.71,9,2,0,7,13,6.6,78.3,B,Pass
STU0543,16,Male,Private,High School,Low,4.52,97.4,9.53,18,4,0,6,0,7.5,100.0,A,Pass
STU0544,17,Female,Public,Graduate,High,1.77,58.6,4.91,16,4,1,2,25,4.9,49.2,D,Pass
STU0545,16,Male,Public,Graduate,High,4.63,98.1,6.77,15,5,1,1,2,7.6,100.0,A,Pass
STU0546,16,Female,Public,High School,Middle,3.8,79.1,5.28,19,2,1,0,8,5.6,76.7,B,Pass
STU0547,18,Male,Public,Graduate,Low,4.21,74.7,7.61,15,4,1,4,10,8.1,100.0,A,Pass
STU0548,15,Female,Public,Graduate,Middle,2.53,97.1,7.42,16,4,1,7,3,9.6,100.0,A,Pass
STU0549,17,Female,Private,High School,Middle,1.01,51.7,7.96,5,2,1,4,11,6.2,51.9,D,Pass
STU0550,17,Male,Public,Postgraduate,Middle,4.25,72.0,7.1,20,5,0,6,19,5.4,99.8,A,Pass
STU0551,18,Male,Public,Graduate,Low,0.5,47.5,10.0,15,5,0,1,14,6.8,66.6,C,Pass
STU0552,18,Female,Public,Graduate,Low,3.02,87.9,4.65,13,5,1,1,8,6.7,60.4,C,Pass
STU0553,16,Male,Public,Graduate,Middle,4.91,100.0,3.42,10,5,1,6,0,7.8,85.5,B,Pass
STU0554,17,Female,Public,Graduate,Middle,3.79,100.0,5.79,16,0,0,1,0,7.3,88.9,B,Pass
STU0555,15,Male,Private,Postgraduate,Low,6.42,100.0,3.68,14,2,0,3,10,6.6,84.0,B,Pass
STU0556,18,Female,Private,Graduate,Low,5.04,76.6,3.81,18,0,0,1,6,7.1,83.0,B,Pass
STU0557,15,Female,Private,Graduate,Middle,2.52,66.6,4.7,15,4,0,4,10,5.7,76.4,B,Pass
STU0558,15,Female,Public,Postgraduate,High,3.54,50.1,4.84,12,0,0,1,16,8.0,51.5,D,Pass
STU0559,17,Female,Public,High School,High,3.43,99.8,4.78,18,5,1,5,13,8.9,95.3,A,Pass
STU0560,17,Female,Public,Graduate,Middle,1.13,74.9,7.43,14,4,1,6,18,5.6,69.5,C,Pass
STU0561,18,Female,Public,High School,Middle,2.09,63.4,5.59,16,0,1,2,17,5.1,43.1,F,Fail
STU0562,17,Male,Private,High School,Low,2.66,92.4,6.18,14,0,1,4,17,6.5,84.5,B,Pass
STU0563,17,Male,Public,High School,Middle,0.5,51.4,8.11,7,2,1,2,10,5.5,49.4,D,Pass
STU0564,17,Male,Public,Postgraduate,Middle,3.57,81.3,5.12,18,0,1,4,9,5.5,95.2,A,Pass
STU0565,15,Female,Public,Postgraduate,Middle,3.13,71.3,6.02,13,4,1,7,9,5.3,89.9,B,Pass
STU0566,18,Female,Public,Graduate,Middle,0.99,77.1,7.16,7,5,1,0,0,6.8,75.3,B,Pass
STU0567,16,Female,Private,Graduate,Low,4.11,75.9,3.01,19,2,1,5,10,6.5,80.5,B,Pass
STU0568,15,Female,Public,Graduate,Low,4.57,56.5,3.0,20,0,1,4,11,7.4,71.2,C,Pass
STU0569,17,Male,Public,Postgraduate,Middle,3.84,77.2,7.12,15,2,1,7,15,6.3,100.0,A,Pass
STU0570,15,Male,Public,Graduate,Low,3.01,89.3,7.39,20,3,1,5,1,5.5,100.0,A,Pass
STU0571,17,Female,Public,High School,Low,4.39,77.2,10.0,16,2,1,4,5,7.0,100.0,A,Pass
STU0572,17,Male,Private,High School,High,4.52,89.7,6.78,15,5,1,2,11,5.7,100.0,A,Pass
STU0573,15,Male,Private,Graduate,Middle,3.96,60.7,7.98,13,3,0,2,11,7.6,81.1,B,Pass
STU0574,18,Female,Private,Graduate,Middle,2.26,70.9,6.15,18,3,1,6,15,5.0,81.5,B,Pass
STU0575,17,Male,Private,High School,High,3.91,66.9,7.04,13,2,1,4,12,4.4,88.6,B,Pass
STU0576,18,Female,Public,No Education,High,5.29,91.6,9.5,19,4,0,4,5,5.1,100.0,A,Pass
STU0577,16,Male,Private,Graduate,Middle,2.61,72.8,3.0,12,5,1,3,7,6.5,61.9,C,Pass
STU0578,17,Female,Public,No Education,High,6.65,94.8,7.24,17,4,1,5,4,6.7,100.0,A,Pass
STU0579,18,Female,Public,Graduate,Middle,2.71,89.0,10.0,17,5,0,5,3,7.2,100.0,A,Pass
STU0580,18,Female,Private,Postgraduate,Middle,3.55,85.5,7.01,13,5,1,5,0,6.3,100.0,A,Pass
STU0581,16,Female,Public,High School,Middle,2.49,76.1,9.47,12,4,0,5,7,6.0,98.7,A,Pass
STU0582,18,Male,Private,High School,Middle,3.83,61.0,5.37,18,1,1,0,18,8.7,74.4,C,Pass
STU0583,18,Female,Public,Graduate,Middle,0.89,67.1,6.44,16,3,1,0,13,8.4,66.7,C,Pass
STU0584,16,Female,Public,Graduate,Middle,2.68,64.5,6.56,15,2,1,7,14,8.2,86.0,B,Pass
STU0585,17,Female,Private,Graduate,Low,1.86,64.9,3.0,11,4,1,1,11,7.4,24.2,F,Fail
STU0586,18,Male,Private,Postgraduate,Middle,3.7,70.0,4.4,13,4,1,4,0,7.5,77.0,B,Pass
STU0587,18,Female,Public,No Education,Low,4.99,64.8,4.53,17,2,1,4,4,6.0,82.3,B,Pass
STU0588,18,Male,Public,Graduate,Middle,4.47,48.5,7.98,17,3,1,4,14,7.2,92.9,A,Pass
STU0589,15,Female,Public,Graduate,Middle,0.5,56.0,8.07,8,2,1,4,8,5.9,67.4,C,Pass
STU0590,16,Male,Public,Postgraduate,Middle,6.56,87.1,7.08,20,5,1,5,1,5.7,100.0,A,Pass
STU0591,15,Male,Public,High School,Middle,3.94,56.1,7.98,15,1,1,5,10,5.1,99.6,A,Pass
STU0592,16,Female,Private,Graduate,High,2.34,71.7,6.2,8,5,0,0,6,7.5,57.3,D,Pass
STU0593,17,Male,Public,Graduate,Middle,3.74,100.0,8.66,12,1,1,2,7,7.2,100.0,A,Pass
STU0594,17,Female,Private,High School,Middle,3.76,91.1,6.52,13,2,1,3,2,6.6,92.7,A,Pass
STU0595,18,Female,Public,High School,Middle,2.5,96.7,6.6,13,5,1,5,6,6.5,86.2,B,Pass
STU0596,16,Female,Public,Postgraduate,Low,3.8,81.8,6.02,20,3,1,5,6,4.8,100.0,A,Pass
STU0597,17,Male,Private,High School,Low,2.59,89.8,7.73,14,5,1,6,10,7.3,92.1,A,Pass
STU0598,16,Male,Public,High School,Low,2.89,62.3,5.74,11,4,0,5,16,6.6,50.6,D,Pass
STU0599,17,Female,Public,High School,Middle,2.47,62.2,8.26,14,1,0,2,8,8.1,87.7,B,Pass
STU0600,15,Female,Public,Postgraduate,Middle,1.35,40.0,4.46,11,1,1,2,28,7.2,23.7,F,Fail
STU0601,17,Male,Private,Graduate,High,3.72,93.4,4.52,16,3,1,0,0,7.8,88.9,B,Pass
STU0602,15,Female,Private,Graduate,Low,4.38,100.0,7.74,17,1,1,5,1,7.0,100.0,A,Pass
STU0603,17,Female,Public,High School,Low,4.27,69.0,6.34,19,1,1,7,11,7.2,94.4,A,Pass
STU0604,18,Female,Public,Graduate,High,4.73,74.9,5.68,16,3,1,6,10,8.1,100.0,A,Pass
STU0605,15,Male,Public,Graduate,Low,3.99,65.2,8.1,20,5,1,3,14,6.8,100.0,A,Pass
STU0606,17,Male,Private,Graduate,Middle,2.7,78.3,5.41,16,2,1,4,3,7.6,97.3,A,Pass
STU0607,18,Male,Private,Postgraduate,Middle,4.76,95.7,6.14,14,5,1,5,5,6.5,100.0,A,Pass
STU0608,15,Female,Public,No Education,Middle,1.46,42.7,9.02,19,4,0,0,20,6.8,58.6,D,Pass
STU0609,18,Female,Public,Graduate,Low,2.15,77.1,9.27,14,4,1,0,7,8.9,100.0,A,Pass
STU0610,16,Female,Public,No Education,Low,2.05,66.5,9.33,10,1,1,7,9,7.8,98.2,A,Pass
STU0611,16,Male,Private,Graduate,Low,5.12,81.6,5.99,20,4,1,3,1,6.4,100.0,A,Pass
STU0612,15,Female,Private,High School,Middle,4.91,86.1,8.72,20,2,1,6,7,7.5,100.0,A,Pass
STU0613,17,Female,Public,High School,Middle,4.23,74.4,4.79,15,1,1,1,4,5.5,68.9,C,Pass
STU0614,15,Female,Public,High School,Low,5.11,78.3,4.87,15,4,1,0,8,6.7,72.5,C,Pass
STU0615,18,Female,Public,Graduate,Middle,2.18,67.8,3.0,12,0,1,2,9,5.9,48.4,D,Pass
STU0616,17,Male,Private,High School,High,4.02,91.1,9.51,17,0,1,2,0,7.5,100.0,A,Pass
STU0617,16,Male,Public,Graduate,Low,3.31,80.7,4.94,18,0,1,4,1,6.8,98.6,A,Pass
STU0618,17,Female,Private,High School,Middle,4.77,82.1,6.27,18,0,0,0,7,7.3,100.0,A,Pass
STU0619,16,Male,Public,No Education,Middle,3.33,55.4,4.86,15,5,1,6,11,7.9,67.9,C,Pass
STU0620,17,Male,Public,Graduate,Low,2.92,67.6,7.75,18,0,1,4,7,6.4,99.3,A,Pass
STU0621,17,Female,Public,High School,Middle,4.31,90.9,5.82,15,1,1,0,0,6.5,98.6,A,Pass
STU0622,17,Female,Public,High School,Middle,4.81,79.5,4.15,19,3,1,3,2,7.0,90.1,A,Pass
STU0623,18,Male,Public,Graduate,High,2.5,81.9,7.29,12,5,1,5,14,6.0,82.4,B,Pass
STU0624,18,Female,Private,High School,High,3.41,99.7,3.92,16,3,1,6,0,7.0,93.2,A,Pass
STU0625,15,Male,Public,No Education,Middle,1.91,85.8,4.99,12,1,0,0,12,7.0,40.0,F,Fail
STU0626,15,Female,Public,High School,Middle,0.5,67.4,3.0,11,1,1,6,8,7.3,46.0,D,Pass
STU0627,16,Male,Public,Postgraduate,Middle,3.8,68.2,3.94,14,2,0,1,6,7.5,62.7,C,Pass
STU0628,18,Female,Private,Graduate,Middle,4.41,42.7,6.82,20,5,0,6,19,5.1,89.3,B,Pass
STU0629,16,Male,Private,Graduate,Middle,3.89,73.7,3.0,13,3,1,6,8,5.5,71.3,C,Pass
STU0630,15,Male,Public,Graduate,Low,0.58,61.3,3.83,9,0,1,2,11,5.6,28.5,F,Fail
STU0631,16,Male,Private,High School,Middle,2.97,79.3,6.5,20,1,1,3,7,7.1,100.0,A,Pass
STU0632,15,Female,Public,High School,Middle,0.5,63.7,5.52,14,0,0,5,11,6.7,47.0,D,Pass
STU0633,18,Male,Public,Graduate,Middle,5.55,76.4,10.0,10,3,1,5,6,4.3,100.0,A,Pass
STU0634,17,Male,Private,High School,High,1.87,43.4,9.8,11,5,0,2,22,9.3,68.2,C,Pass
STU0635,18,Female,Private,High School,Low,5.38,66.5,4.94,11,4,1,6,3,4.6,72.3,C,Pass
STU0636,16,Female,Private,High School,Middle,4.92,86.4,7.5,13,4,1,5,0,7.0,100.0,A,Pass
STU0637,16,Male,Public,High School,Low,2.15,95.9,7.85,3,1,0,4,0,7.7,84.7,B,Pass
STU0638,18,Male,Public,Postgraduate,Middle,1.8,68.4,5.42,12,2,1,3,4,6.1,79.3,B,Pass
STU0639,18,Female,Private,No Education,Middle,4.03,81.5,3.81,12,0,0,1,6,7.8,67.7,C,Pass
STU0640,15,Female,Public,Graduate,Middle,2.23,85.5,6.48,13,1,1,2,7,5.8,80.2,B,Pass
STU0641,16,Female,Public,High School,Middle,3.65,63.3,6.19,10,2,1,0,1,7.2,79.0,B,Pass
STU0642,16,Female,Public,Postgraduate,Middle,2.78,78.3,5.72,14,0,1,0,4,4.4,74.0,C,Pass
STU0643,18,Female,Public,High School,Middle,0.83,55.9,7.3,10,3,1,0,12,8.4,48.5,D,Pass
STU0644,17,Male,Public,High School,Middle,0.5,79.0,5.15,15,4,1,7,5,7.0,81.5,B,Pass
STU0645,16,Female,Private,Graduate,Middle,3.84,78.3,4.43,19,2,0,3,0,5.1,88.6,B,Pass
STU0646,17,Male,Public,Graduate,High,2.66,76.9,6.7,16,0,0,1,5,7.8,87.6,B,Pass
STU0647,18,Male,Public,High School,Low,2.67,60.8,7.19,13,1,1,5,7,9.0,77.4,B,Pass
STU0648,18,Male,Public,High School,Low,4.54,88.7,4.38,20,0,1,1,2,5.9,93.8,A,Pass
STU0649,15,Female,Private,High School,Middle,5.26,100.0,8.17,12,1,0,1,0,6.7,100.0,A,Pass
STU0650,16,Male,Public,High School,High,3.09,58.7,3.31,10,4,1,2,11,6.4,46.7,D,Pass
STU0651,17,Male,Public,High School,Middle,2.99,68.4,5.46,14,4,1,3,6,6.1,66.9,C,Pass
STU0652,15,Female,Private,Graduate,Low,4.25,80.7,6.04,20,0,1,0,4,5.9,100.0,A,Pass
STU0653,16,Male,Private,High School,Middle,1.46,80.7,5.35,11,0,1,2,7,6.2,54.3,D,Pass
STU0654,15,Male,Private,High School,Middle,3.83,67.6,5.48,14,1,1,5,9,6.3,79.8,B,Pass
STU0655,18,Female,Private,Graduate,Low,4.33,42.5,9.87,11,1,1,1,21,6.6,69.0,C,Pass
STU0656,16,Male,Public,Postgraduate,Middle,4.52,98.4,4.97,19,2,0,6,0,6.5,100.0,A,Pass
STU0657,15,Male,Private,Graduate,High,0.59,77.7,10.0,14,2,1,0,10,7.9,86.1,B,Pass
STU0658,15,Male,Public,No Education,Middle,2.36,45.4,7.29,15,2,0,7,22,7.8,58.3,D,Pass
STU0659,17,Female,Private,No Education,Middle,2.18,61.9,6.67,11,0,0,3,13,5.2,54.5,D,Pass
STU0660,15,Female,Private,Postgraduate,Middle,3.65,99.0,7.36,13,5,1,4,0,6.3,100.0,A,Pass
STU0661,16,Female,Private,High School,Low,4.22,98.9,10.0,11,5,1,7,2,8.5,100.0,A,Pass
STU0662,16,Male,Private,No Education,High,5.75,95.8,4.71,17,5,1,1,3,7.4,85.7,B,Pass
STU0663,17,Male,Public,Graduate,Middle,2.76,70.1,4.48,10,5,1,1,14,7.4,53.1,D,Pass
STU0664,16,Female,Public,Graduate,Middle,2.75,74.0,5.14,10,2,1,1,12,7.3,58.8,D,Pass
STU0665,18,Male,Private,Graduate,Middle,5.22,78.2,6.56,15,0,0,1,11,6.7,86.1,B,Pass
STU0666,16,Male,Private,High School,Middle,3.94,93.3,3.39,14,5,1,0,2,7.0,67.1,C,Pass
STU0667,16,Female,Public,No Education,Middle,5.4,67.6,6.54,15,4,1,3,11,6.5,88.8,B,Pass
STU0668,15,Female,Public,Postgraduate,Low,3.93,64.2,9.55,16,3,0,7,12,8.0,100.0,A,Pass
STU0669,15,Male,Public,High School,High,1.76,84.9,6.77,13,4,1,2,0,6.5,90.5,A,Pass
STU0670,16,Male,Private,Graduate,High,1.5,68.3,5.97,11,0,1,0,15,6.9,51.0,D,Pass
STU0671,17,Male,Private,Graduate,Middle,1.17,88.7,5.39,12,0,1,3,0,7.9,63.2,C,Pass
STU0672,15,Female,Public,Graduate,High,4.49,67.9,8.12,13,3,1,7,13,6.6,100.0,A,Pass
STU0673,17,Female,Public,High School,Low,5.28,79.5,5.01,17,1,0,2,7,6.9,77.3,B,Pass
STU0674,16,Female,Private,High School,Middle,6.27,69.5,9.82,18,1,1,1,8,6.6,100.0,A,Pass
STU0675,16,Female,Private,Graduate,Middle,4.76,78.9,9.98,12,1,0,3,8,6.9,100.0,A,Pass
STU0676,18,Male,Public,Postgraduate,Middle,5.24,58.1,6.96,20,2,1,1,15,6.6,100.0,A,Pass
STU0677,15,Female,Public,Postgraduate,Middle,2.63,65.1,6.48,11,1,1,6,4,6.4,91.7,A,Pass
STU0678,16,Female,Public,High School,Middle,1.77,48.3,8.36,13,2,1,3,23,6.2,60.8,C,Pass
STU0679,18,Female,Public,High School,Low,4.78,89.2,8.47,20,2,1,5,4,6.8,100.0,A,Pass
STU0680,15,Female,Public,Postgraduate,Middle,4.13,87.6,5.05,18,1,0,4,15,8.2,83.3,B,Pass
STU0681,16,Female,Private,Graduate,Low,3.66,49.5,5.55,15,1,1,1,19,7.7,43.8,F,Fail
STU0682,16,Male,Private,Postgraduate,Middle,4.08,96.8,4.12,14,3,1,1,1,5.1,88.5,B,Pass
STU0683,15,Male,Public,High School,Low,3.98,100.0,7.24,18,5,1,1,0,6.5,100.0,A,Pass
STU0684,15,Female,Private,Graduate,Low,5.43,81.5,7.7,19,3,1,5,5,6.2,100.0,A,Pass
STU0685,15,Male,Public,Graduate,Middle,5.44,71.2,4.07,15,2,1,0,9,5.1,74.0,C,Pass
STU0686,16,Female,Public,Graduate,Middle,4.32,100.0,5.68,13,3,0,2,7,7.3,82.3,B,Pass
STU0687,16,Female,Public,High School,High,4.77,59.0,4.07,10,2,1,1,18,6.9,46.3,D,Pass
STU0688,18,Male,Public,No Education,Middle,4.27,77.6,4.88,16,0,1,1,9,9.4,72.0,C,Pass
STU0689,17,Male,Private,Graduate,Middle,2.81,75.6,7.49,13,2,1,7,16,6.6,93.2,A,Pass
STU0690,15,Female,Private,High School,High,4.63,98.6,5.18,19,2,1,7,0,6.1,100.0,A,Pass
STU0691,16,Female,Public,Graduate,Middle,1.41,74.1,5.96,13,3,1,0,10,6.0,56.5,D,Pass
STU0692,16,Female,Public,Postgraduate,Low,5.08,72.3,3.57,20,5,1,0,15,6.5,70.3,C,Pass
STU0693,15,Male,Private,High School,Middle,1.71,55.4,6.84,10,0,1,4,16,7.7,50.2,D,Pass
STU0694,17,Female,Public,Graduate,High,3.93,71.2,6.42,18,4,1,3,2,7.8,100.0,A,Pass
STU0695,15,Female,Public,High School,Middle,2.23,56.1,5.19,11,4,0,1,20,10.0,38.7,F,Fail
STU0696,17,Female,Private,Graduate,Low,4.33,78.2,6.16,18,5,1,3,10,5.6,85.6,B,Pass
STU0697,16,Male,Public,Postgraduate,Low,3.45,66.4,6.82,10,4,1,6,12,7.1,82.6,B,Pass
STU0698,17,Female,Public,High School,Low,1.11,45.4,5.03,12,0,1,0,17,6.2,21.6,F,Fail
STU0699,18,Female,Public,No Education,Middle,4.13,95.7,3.84,9,1,1,0,11,7.4,47.7,D,Pass
STU0700,16,Male,Private,High School,Middle,2.63,64.9,9.75,13,0,1,4,13,8.7,100.0,A,Pass
STU0701,18,Female,Public,No Education,Low,4.82,59.9,5.36,17,3,1,2,11,8.0,81.9,B,Pass
STU0702,15,Female,Public,Graduate,High,3.5,72.5,6.33,13,2,1,5,4,5.6,91.2,A,Pass
STU0703,15,Male,Private,Postgraduate,Middle,4.09,77.8,8.32,12,2,1,5,10,7.8,100.0,A,Pass
STU0704,15,Female,Public,High School,Middle,2.06,44.5,10.0,15,3,1,5,22,4.5,67.4,C,Pass
STU0705,17,Male,Private,High School,High,2.62,77.3,4.26,13,3,1,0,7,4.1,48.1,D,Pass
STU0706,16,Male,Public,High School,Low,2.81,57.2,7.31,12,2,1,1,10,6.7,61.4,C,Pass
STU0707,15,Female,Private,Graduate,Middle,4.79,100.0,5.23,16,5,0,7,7,7.7,100.0,A,Pass
STU0708,15,Female,Public,No Education,Middle,6.02,90.4,5.53,20,1,1,4,0,7.4,100.0,A,Pass
STU0709,16,Female,Public,Graduate,High,2.29,65.4,5.2,17,1,0,2,20,9.3,58.6,D,Pass
STU0710,15,Female,Public,Graduate,Middle,5.12,68.7,4.47,20,1,1,6,6,7.1,100.0,A,Pass
STU0711,18,Male,Public,Graduate,Low,0.5,64.4,6.43,12,3,1,5,4,6.9,71.2,C,Pass
STU0712,16,Female,Private,High School,High,1.71,78.8,3.85,13,2,1,4,1,8.4,62.3,C,Pass
STU0713,16,Male,Private,Graduate,Low,2.06,70.3,8.2,6,5,1,7,3,6.6,90.7,A,Pass
STU0714,16,Female,Public,No Education,High,1.47,65.7,6.6,10,2,1,7,9,7.5,74.7,C,Pass
STU0715,18,Female,Public,High School,High,1.12,68.7,7.26,10,2,0,0,7,7.5,57.9,D,Pass
STU0716,16,Female,Private,Postgraduate,Low,4.12,67.8,5.66,10,5,0,5,15,5.8,56.9,D,Pass
STU0717,18,Male,Private,Graduate,Middle,3.18,68.9,5.84,11,0,0,2,14,7.5,67.7,C,Pass
STU0718,16,Female,Public,No Education,Low,4.07,45.4,7.02,9,5,1,6,15,9.6,68.6,C,Pass
STU0719,17,Female,Public,High School,Middle,4.54,92.7,4.4,16,0,1,3,18,8.4,59.1,D,Pass
STU0720,15,Female,Public,High School,Middle,3.9,80.7,5.86,17,4,1,7,5,6.0,100.0,A,Pass
STU0721,17,Female,Private,High School,Middle,4.49,66.4,4.95,19,0,1,7,10,9.8,91.3,A,Pass
STU0722,15,Male,Public,High School,High,3.4,99.7,4.9,16,1,0,6,0,7.8,100.0,A,Pass
STU0723,18,Female,Public,No Education,Middle,1.72,71.0,3.0,9,1,1,7,8,7.5,47.3,D,Pass
STU0724,17,Male,Public,Graduate,Middle,5.09,64.2,8.91,11,5,0,2,12,6.9,93.6,A,Pass
STU0725,16,Male,Private,Graduate,High,2.62,85.2,5.26,8,1,0,6,0,7.8,82.8,B,Pass
STU0726,15,Male,Public,Graduate,High,2.1,76.8,8.59,9,1,0,1,4,7.1,81.4,B,Pass
STU0727,15,Male,Public,Graduate,Low,3.23,80.1,8.42,12,4,1,5,8,7.0,100.0,A,Pass
STU0728,17,Male,Public,No Education,High,2.13,64.5,4.19,12,1,1,5,8,6.8,68.4,C,Pass
STU0729,18,Male,Public,Postgraduate,Low,2.87,79.9,4.54,11,3,1,3,2,8.2,70.2,C,Pass
STU0730,17,Female,Public,Graduate,High,4.02,72.6,10.0,16,3,1,6,12,8.0,100.0,A,Pass
STU0731,18,Male,Public,Graduate,Low,4.02,84.9,9.65,14,3,1,3,0,6.8,100.0,A,Pass
